"Accepts_Med","THCIC_ID","Per_MedMed","lon","lat","scaled_ppd","total_pop","weighted_median_income"
FALSE,"976195",0.00411152511884877,"-94.9375","30.7075",15.2156,25535,59263.5555159236
FALSE,"976196",0.00579322638146168,"-95.2720","29.5636",4.1362,251675,92959.3265061486
TRUE,"976202",0.325675999042833,"-96.6795449109415","32.9309897236989",4.3948,453957,77790.4040696885
FALSE,"976205",0,"-102.3800","31.8500",3.9416,135635,71282.9063686314
FALSE,"976206",0.000364630811303555,"-97.5113715417873","25.9795535415813",11.1551,174751,52435.6028911189
FALSE,"976207",0.00944510035419126,"-97.7591100754021","26.1877832",8.8465,107945,50584.9626726969
TRUE,"976208",0.0665610142630745,"-101.920053961165","35.1311123300971",4.6697,127484,77325.807466035
TRUE,"976209",0.0621250241919876,"-101.883922673469","35.190212877551",9.2722,186483,67626.241689865
TRUE,"976210",0.0256739409499358,"-95.4480042965941","30.0702721224229",1.6262,343213,93039.1698169537
FALSE,"976230",0.000739644970414201,"-95.7397322","29.9935692",4.5477,163533,129687.780447813
FALSE,"976231",0,"-97.4148423668971","27.700866370642",5.2417,241469,68531.3098258735
TRUE,"976232",0.0818866185281917,"-94.18629035","30.1794692",15.4166,62646,69404.0419572818
TRUE,"976233",0.156663588796553,"-93.7473210612245","30.1029466734694",14.6582,38477,71433.1754621348
TRUE,"976234",0.099802548914019,"-93.9444","29.8542",13.3523,49661,48665.6097051681
TRUE,"976235",0.13022113022113,"-95.4130","29.8010",7.6029,547551,93117.4661395945
TRUE,"976236",0.167741935483871,"-95.467662143608","29.72278675",4.3386,647917,95303.5352912858
TRUE,"976237",0.15376634156464,"-95.4832729940049","29.785151",5.2023,582645,95361.2330905926
TRUE,"976238",0.0979564637938694,"-95.3911584285714","29.7444715714286",5.0315,567981,99925.3185656102
TRUE,"976239",0.211785376402217,"-95.1939519011961","29.98727545",7.3407,210626,105946.450912709
TRUE,"976240",0.141498216409037,"-95.6457431","29.8611442",9.7833,399083,91297.6188903497
TRUE,"976241",0.200304305021033,"-95.5422533407768","29.9642949802523",9.6932,434602,83931.041746798
TRUE,"976242",0.17769696969697,"-95.4139957447099","30.1242874448499",4.0845,223179,104218.533569858
TRUE,"976243",0.15483674711012,"-95.6000","29.6900",7.6218,620811,67218.2296531335
TRUE,"976244",0.147813620071685,"-95.5658342244898","29.6192888367347",7.1723,474931,78690.0708692318
TRUE,"976245",0.177479947202762,"-95.5719272352941","29.7366093529412",7.6668,650752,68599.6312066148
TRUE,"976246",0.0462107208872458,"-95.1287018571429","29.6505811428571",10.5214,258021,79418.5440980455
TRUE,"976247",0.0641569459172853,"-95.2425","30.1073",11.3574,126957,104721.840833698
TRUE,"976254",0.0739757207890744,"-97.808088","30.5241669",6.1513,276544,121140.642671622
TRUE,"976255",0.0649915438511718,"-95.073770910347","29.9361635228251",12.9243,56935,99918.9178817833
TRUE,"976262",0.232537380049096,"-97.2057518177296","33.13131135",5.1127,67725,118354.750766789
FALSE,"976263",0,"-95.4098713061225","29.7947025918367",3.575,541516,96337.1122696554
FALSE,"976277",0,"-95.7484767818412","29.546205049365",4.4436,155106,102060.003500017
TRUE,"976297",0.0848678943154524,"-98.3717702456212","29.5786328615359",2.1337,295694,75136.5029064683
FALSE,"976302",0,"-96.9914548724623","32.98688685",3.8648,283734,105791.152860601
FALSE,"976303",0.00757575757575758,"-98.7167383585693","29.4343192481349",3.7875,330644,84449.3134625225
FALSE,"976313",0,"-95.4107419261745","29.7453097315436",1.5459,616919,102168.525183237
FALSE,"976314",0,"-95.8334466","29.77744885",1.8882,257885,127470.498419355
FALSE,"976315",0,"-95.3863611","30.1096379",3.1912,219179,97385.4670417847
